gene_id,symbol,product,biotype,protein_id,log2FoldChange,lfcSE,pvalue,padj,WT_mean,KO_mean
HFX_RS09045,"",RNA methyltransferase,protein_coding,WP_004060407.1,-0.175338835890438,0.271196934702468,0.28505912625045,0.54153069033562,3738.49778799896,2772.96112353108
HFX_RS01695,"",hypothetical protein,protein_coding,WP_004058145.1,-0.176458979824073,0.286592233862196,0.285074647657438,0.54153069033562,228.044053515761,164.616842796395
HFX_RS06520,"",hypothetical protein,protein_coding,WP_004057201.1,0.164028331119375,0.221712879941333,0.285885551249738,0.542572196356661,161.195330323023,200.998170118365
HFX_RS10210,"",Vms1/Ankzf1 family peptidyl-tRNA hydrolase,protein_coding,WP_004060142.1,-0.168766540715759,0.237543743680065,0.285901306135603,0.542572196356661,1313.17885089329,1032.69529956292
HFX_RS08505,cyaB,class IV adenylate cyclase,protein_coding,WP_004056655.1,-0.171360817418588,0.248705442474862,0.286064688676345,0.542618081002624,722.868773508723,557.876139522008
HFX_RS05635,"",hypothetical protein,protein_coding,WP_004572514.1,-0.175974059165835,0.290380191663243,0.286558605788084,0.54329058626554,81440.6327046909,58144.6550658395
HFX_RS11095,"",triphosphoribosyl-dephospho-CoA synthase,protein_coding,WP_004059934.1,-0.146970365934897,0.181727557533485,0.28704979168532,0.543957262026921,968.906426317109,823.477016879192
HFX_RS11005,"",hypothetical protein,protein_coding,WP_004059952.1,-0.175229428707116,0.281788243750184,0.287540957912662,0.544623252645072,582.608825595055,423.086663138519
HFX_RS07690,ilvN,acetolactate synthase small subunit,protein_coding,WP_004056883.1,-0.173427977688851,0.329705497959441,0.28812584518128,0.545466024534545,1457.84843134784,948.087901742687
HFX_RS14605,"",YigZ family protein,protein_coding,WP_004058961.1,-0.169468694686455,0.244926600998326,0.28890093092934,0.546667878040082,2533.72265299315,1973.83470779434
HFX_RS13470,"",ferredoxin--nitrite reductase,protein_coding,WP_004059343.1,-0.144375571225173,0.17789119933214,0.289261393736442,0.547084382719384,435.73763158466,372.870793459004
HFX_RS16245,"",restriction endonuclease,protein_coding,WP_004056203.1,0.166648811587647,0.235002565915454,0.289834557427818,0.547426797457333,812.279479798159,1027.78900985545
HFX_RS13765,"",hypothetical protein,protein_coding,WP_004059285.1,-0.159426033178905,0.212576351627023,0.289857214172033,0.547426797457333,964.328985760296,787.331005047764
HFX_RS07330,"",MarR family transcriptional regulator,protein_coding,WP_231512891.1,-0.169465108102605,0.353709185023524,0.289946143983266,0.547426797457333,12.2088199980538,7.3192175413406
HFX_RS01530,"",branched-chain amino acid transaminase,protein_coding,WP_004058213.1,-0.16055987760709,0.215843236691732,0.29001086194093,0.547426797457333,39690.6999771083,32303.0616360861
HFX_RS15935,"",molecular chaperone TorD family protein,protein_coding,WP_004056339.1,0.160831260443724,0.216739510283717,0.290144628924282,0.547426797457333,125.938825875293,155.863267862258
HFX_RS03885,meaB,methylmalonyl Co-A mutase-associated GTPase MeaB,protein_coding,WP_004057428.1,0.117869816733007,0.132839568766919,0.290405526146413,0.547653962708619,7306.01425291394,8159.25526331513
HFX_RS06500,"",hypothetical protein,protein_coding,WP_004057204.1,-0.167722739390172,0.36164486810187,0.291054312043985,0.548436117263417,9.58407894714061,5.70060843837306
HFX_RS10865,"",PLDc N-terminal domain-containing protein,protein_coding,WP_004059978.1,-0.152832500999481,0.197309543133446,0.291290165654237,0.548436117263417,117.034980024696,97.3651499359373
HFX_RS00600,"",DMT family transporter,protein_coding,WP_004058570.1,-0.124124874844576,0.14301449483414,0.291345790338107,0.548436117263417,1416.75237448849,1257.17804305945
HFX_RS11040,"",HPP family protein,protein_coding,WP_004059945.1,-0.162740149848607,0.223895606331103,0.29157253321598,0.548436117263417,634.355690241547,509.783896016462
HFX_RS03065,"",methyltransferase domain-containing protein,protein_coding,WP_081831434.1,-0.171453242297169,0.261078266435906,0.291707881909696,0.548436117263417,474.204216646399,359.105416548483
HFX_RS09920,"",RtcB family protein,protein_coding,WP_004060203.1,-0.135652767322145,0.162819413671673,0.291758940375739,0.548436117263417,9494.13079458539,8245.44840582737
HFX_RS05255,"",type 1 glutamine amidotransferase domain-containing protein,protein_coding,WP_004572594.1,-0.155905363098876,0.205126562920469,0.291805158338719,0.548436117263417,5403.66622397045,4465.63503882979
HFX_RS14430,"",FAD-dependent oxidoreductase,protein_coding,WP_004059037.1,-0.133367770884104,0.158880105165428,0.292026955508159,0.548588468708821,888.880941225199,776.474902945918
HFX_RS07205,"",geranylgeranyl reductase family protein,protein_coding,WP_004056982.1,-0.172495858929052,0.271969212653723,0.29251433980668,0.549239352874007,15060.4421962374,11194.0254158822
HFX_RS09730,"",cystathionine gamma-synthase,protein_coding,WP_004060240.1,-0.171308625438843,0.262933326754374,0.292791245969684,0.549494596432271,6123.27579541595,4628.93992191484
HFX_RS05505,"",FAD-dependent oxidoreductase,protein_coding,WP_004572542.1,-0.125779849950548,0.146570843387064,0.293374618726101,0.550324477283129,7663.05193639064,6771.70520352534
HFX_RS02775,"",HAD family hydrolase,protein_coding,WP_004057724.1,-0.172834135658929,0.281816045625648,0.293581379750898,0.550447435434824,2527.69763952069,1842.81335993102
HFX_RS15465,"",transposase,pseudogene,"",0.17289105924793,0.303925544713458,0.293953297050733,0.550702111745982,92.5021699866382,134.174214128641
HFX_RS09795,rpl7ae,50S ribosomal protein L7Ae,protein_coding,WP_004060227.1,-0.173003096614447,0.298226922231791,0.293999767712516,0.550702111745982,105190.719011673,74084.178871627
HFX_RS15510,"",pentapeptide repeat-containing protein,protein_coding,WP_004056435.1,-0.131665080856476,0.1569333429671,0.294178989643359,0.550773151599333,10567.8625157279,9241.80361393972
HFX_RS12075,"",hypothetical protein,protein_coding,WP_004059697.1,0.16814016978428,0.349404702881184,0.294585919555931,0.551053531915009,35.1223556990897,57.6810567161239
HFX_RS12000,"",pyridoxal-dependent decarboxylase,protein_coding,WP_004059712.1,0.139387822492344,0.171285534577513,0.294618215448957,0.551053531915009,1289.88529452788,1496.95543907002
HFX_RS12595,"",hypothetical protein,protein_coding,WP_004059593.1,0.171889760384032,0.274829098827591,0.294752851216725,0.551053531915009,291.688738572977,395.451228727154
HFX_RS00870,"",ArsC family transcriptional regulator,protein_coding,WP_004058475.1,-0.156295207673185,0.209048954642568,0.295222247315141,0.551666500495886,390.830622716377,320.636863086157
HFX_RS08315,"",GvpL/GvpF family gas vesicle protein,protein_coding,WP_004056703.1,0.169083109339585,0.256887858027047,0.296232197571519,0.553288503178621,151.572861361899,199.164633044968
HFX_RS03760,"",hypothetical protein,protein_coding,WP_004057453.1,-0.166871512637238,0.245667725141494,0.296396442279242,0.553330139848891,5440.28965576038,4244.82271855734
HFX_RS09990,priS,DNA primase small subunit PriS,protein_coding,WP_004060189.1,-0.171096753700595,0.314973470878518,0.296935328653836,0.554010010883568,4848.78697591858,3287.46817156686
HFX_RS03485,"",hypothetical protein,protein_coding,WP_004057509.1,-0.17094490858977,0.274139449251084,0.297044874999143,0.554010010883568,1107.90943965325,821.05389199306
HFX_RS07695,ilvB,biosynthetic-type acetolactate synthase large subunit,protein_coding,WP_004056882.1,-0.1706951455678,0.317799338569543,0.297397039687753,0.554247464362449,7816.27979685001,5265.10090028527
HFX_RS09385,"",disulfide bond formation protein B,protein_coding,WP_004060330.1,-0.13947214874426,0.173088439148954,0.297523786704689,0.554247464362449,2709.31804838554,2331.61112156197
HFX_RS13775,"",hypothetical protein,protein_coding,WP_004059283.1,0.153986528256591,0.205204826397553,0.297721061784668,0.554247464362449,693.526452427532,837.091082290836
HFX_RS05145,"",TrkH family potassium uptake protein,protein_coding,WP_004572616.1,-0.168439163251327,0.256400984816664,0.297740941604661,0.554247464362449,7204.85543465422,5522.06402381857
HFX_RS04525,"",helix-turn-helix domain-containing protein,protein_coding,WP_004572741.1,-0.166392596038135,0.246115854978755,0.297974884513969,0.554348872380362,8458.46056093511,6598.56501875911
HFX_RS13835,"",hypothetical protein,protein_coding,WP_014732390.1,0.142005702755081,0.178455385176571,0.298079845179384,0.554348872380362,465.165789446558,542.698753769046
HFX_RS14395,"",quinone-dependent dihydroorotate dehydrogenase,protein_coding,WP_004059052.1,0.124806024503971,0.147309108669959,0.298824236188525,0.554856591415923,4555.32967323877,5151.980977299
HFX_RS13555,"",30S ribosomal protein S24e,protein_coding,WP_004059326.1,-0.168693427428457,0.260740034551088,0.298878782729538,0.554856591415923,19780.9916761884,15053.9844451314
HFX_RS10140,"",PEP/pyruvate-binding domain-containing protein,protein_coding,WP_004060156.1,0.145056855287484,0.185367010637983,0.298963240174516,0.554856591415923,1386.12679984279,1634.9315010237
HFX_RS02355,"",DUF309 domain-containing protein,protein_coding,WP_004057856.1,-0.132279029391503,0.160405731119628,0.299047232282764,0.554856591415923,659.893101792287,576.058503153251
HFX_RS17705,"",IclR family transcriptional regulator,protein_coding,WP_004060930.1,-0.151817663806991,0.200876450218203,0.299064571206992,0.554856591415923,496.067853141074,413.848602385315
HFX_RS14030,"",dihydroorotase,protein_coding,WP_004059232.1,-0.170787664110049,0.286310041134225,0.299302332949662,0.555033536554606,5189.30495200529,3759.20219801489
HFX_RS19120,"",DUF2080 family transposase-associated protein,protein_coding,WP_004056662.1,-0.165660724627112,0.24685360056609,0.300418826179012,0.556839079622344,74.6849889320995,57.6997549735511
HFX_RS05265,"",NDP-sugar synthase,protein_coding,WP_004572592.1,0.111455057329427,0.126799124776822,0.300688952797386,0.556987001882422,11842.6424909047,13121.5678599288
HFX_RS02490,"",sugar porter family MFS transporter,protein_coding,WP_004057822.1,-0.169459294137922,0.316039072082273,0.300784412253078,0.556987001882422,1532.7961357593,1038.2274469165
HFX_RS13395,"",TIGR00341 family protein,protein_coding,WP_014732407.1,0.121525302611585,0.142776331927249,0.300974187479335,0.557073781004011,6718.23186004382,7560.2953010712
HFX_RS08875,"",DEAD/DEAH box helicase,protein_coding,WP_004056494.1,-0.157109730752318,0.217409296807432,0.301753361511401,0.558250879530822,3338.58775246513,2721.54708926947
HFX_RS06720,"",transposase,pseudogene,"",-0.169565894012798,0.298187531485035,0.302646183313038,0.55963701259688,989.82066701675,700.730301405371
HFX_RS07090,"",long-chain fatty acid--CoA ligase,protein_coding,WP_004057005.1,-0.114985319936644,0.133256980756818,0.303494094217421,0.560938823736135,1538.46271680768,1380.61467411935
HFX_RS16550,"",hypothetical protein,protein_coding,WP_004056123.1,0.16625011214368,0.256743759736564,0.303817454706124,0.561270349973683,35.1607457130732,46.5966614848189
HFX_RS20055,"",hypothetical protein,protein_coding,WP_169330959.1,0.168839877240667,0.3006018612046,0.304363181860951,0.561875906422582,2321.09403928462,3297.55051213672
HFX_RS05520,cysS,cysteine--tRNA ligase,protein_coding,WP_004572539.1,-0.166565659400856,0.260296914093049,0.304433533700486,0.561875906422582,10951.8550548585,8360.73253926202
HFX_RS03350,rnhA,ribonuclease HI,protein_coding,WP_004057537.1,-0.168693560650536,0.289246915537434,0.304885758733909,0.562444243987117,1135.2826641955,819.016593401038
HFX_RS11475,gcvH,glycine cleavage system protein GcvH,protein_coding,WP_004059818.1,-0.167654238172739,0.273094686309788,0.305455577576957,0.563228874832062,1586.95638007949,1183.22709738
HFX_RS11825,"",YqcI/YcgG family protein,protein_coding,WP_004059747.1,-0.137156098953767,0.173154196698436,0.305644770956545,0.563311261082086,1403.67654860126,1210.8811236661
HFX_RS19345,"",DDE-type integrase/transposase/recombinase,pseudogene,"",0.162082360430034,0.239689967400214,0.305961504929514,0.563628519005315,67.0980419833289,85.9481723551744
HFX_RS00730,"",DUF460 domain-containing protein,protein_coding,WP_004058530.1,-0.161882418562778,0.239077211398469,0.306114526199877,0.563644035487539,4607.56868645737,3647.05985900653
HFX_RS16860,"",MgtC/SapB family protein,protein_coding,WP_004060614.1,0.165533785884687,0.332217303012558,0.306549604388242,0.564178639237662,506.656533600896,778.105702650504
HFX_RS10365,"",HPP family protein,protein_coding,WP_049917502.1,-0.16795501994243,0.29033414388479,0.306843566611451,0.564280852736955,6162.33850719594,4442.49552761812
HFX_RS15400,"",DUF5915 domain-containing protein,pseudogene,"",-0.163030697737116,0.245694064910788,0.307067717339025,0.564280852736955,47.6952319290793,37.8771027309191
HFX_RS15025,"",hypothetical protein,protein_coding,WP_004060530.1,-0.167779020602161,0.287153788885283,0.307152706913129,0.564280852736955,370.187693788268,268.081126340561
HFX_RS10310,pyrG,CTP synthase (glutamine hydrolyzing),protein_coding,WP_004060121.1,-0.167569617127088,0.282760371854599,0.307315697963503,0.564280852736955,24819.3928080325,18181.9802750544
HFX_RS00260,"",dolichol kinase,protein_coding,WP_014732031.1,-0.167689704910328,0.28746146640484,0.307405326980078,0.564280852736955,6705.58096170397,4864.79298451808
HFX_RS12975,arcS,archaeosine synthase subunit alpha,protein_coding,WP_004059514.1,-0.166478274209263,0.268829088387754,0.307522391487538,0.564280852736955,9008.43512503959,6780.45413238077
HFX_RS13745,"",hypothetical protein,protein_coding,WP_004059289.1,-0.167650858886865,0.289808876156661,0.307618474106216,0.564280852736955,1288.88067908522,931.315260687876
HFX_RS15575,"",PIG-L deacetylase family protein,protein_coding,WP_004056418.1,-0.166992828610715,0.276761250522114,0.307963972850517,0.564583931274415,5108.65739808881,3789.40040155326
HFX_RS11920,"",HAD family hydrolase,protein_coding,WP_004059728.1,0.167371592667951,0.301295985076286,0.308073376557384,0.564583931274415,2878.23833995146,4087.68725245076
HFX_RS14440,"",tryptophan--tRNA ligase,protein_coding,WP_004059033.1,-0.158236523885734,0.228085242496588,0.308285260401619,0.564706741092816,7444.6122522605,5993.14265231859
HFX_RS09130,"",NADPH-dependent FMN reductase,protein_coding,WP_004060390.1,-0.165765649056252,0.265721515642646,0.30852336003483,0.564877434201864,7309.47714098335,5535.52113238779
HFX_RS17205,"",UbiA family prenyltransferase,protein_coding,WP_004061033.1,0.166541804299028,0.276998303716843,0.309207905931395,0.565714973225382,708.511410529408,956.533579000168
HFX_RS10815,"",M23 family metallopeptidase,protein_coding,WP_238547483.1,0.136026496793024,0.17314286350826,0.309582645519598,0.565714973225382,336.836442079715,390.837179060395
HFX_RS02850,dgt,dNTP triphosphohydrolase,protein_coding,WP_014732147.1,-0.14750867356471,0.198512522583717,0.309631868478675,0.565714973225382,261.802063546301,218.846175103063
HFX_RS08560,"",acyltransferase,protein_coding,WP_004056635.1,0.152809009896367,0.212496345068438,0.309637241964356,0.565714973225382,1487.41636176624,1805.54108614251
HFX_RS03535,"",MBL fold metallo-hydrolase,protein_coding,WP_004057498.1,-0.163140372829137,0.25133558217678,0.309848207041306,0.565714973225382,511.830100875965,398.55619366419
HFX_RS19515,"",IS6 family transposase,pseudogene,"",-0.166802527489488,0.294048312521645,0.309880065613657,0.565714973225382,24.1014631314998,17.5703508906424
HFX_RS12100,"",HAD family hydrolase,protein_coding,WP_004059692.1,-0.14418976680225,0.190897666792446,0.310006975474195,0.565714973225382,1086.07685289226,917.646303734104
HFX_RS13515,"",ABC transporter substrate-binding protein,protein_coding,WP_231512862.1,-0.16483801911818,0.264226581417737,0.310563204837691,0.565714973225382,1109.03482108577,842.266884423751
HFX_RS06840,"",hypothetical protein,protein_coding,WP_004057091.1,-0.157586975981369,0.228589211255338,0.31061945387113,0.565714973225382,65.9774052274874,52.5057756033163
HFX_RS20345,"",hypothetical protein,pseudogene,"",-0.164664089808812,0.263013067487344,0.310624193463777,0.565714973225382,71.6388229285777,54.0431469810558
HFX_RS09100,"",BolA family protein,protein_coding,WP_004060396.1,-0.156180162727982,0.223858085094201,0.310685440362926,0.565714973225382,2449.0205356649,1984.53979340589
HFX_RS00330,"",TrkA family potassium uptake protein,protein_coding,WP_004058697.1,-0.165810176849596,0.274658426809625,0.310722359588389,0.565714973225382,978.00912991732,728.514377105833
HFX_RS01370,"",sugar phosphate nucleotidyltransferase,protein_coding,WP_004058276.1,0.118499034728792,0.142124736899445,0.311571807473821,0.566815854487097,2207.62458588371,2475.62069661716
HFX_RS20165,"",hypothetical protein,protein_coding,WP_004060611.1,-0.150883770209295,0.405016512014879,0.311679823825234,0.566815854487097,5.62302768710682,2.97602144081986
HFX_RS04845,"",hemolysin family protein,protein_coding,WP_004572676.1,-0.159068869837762,0.235764605078452,0.311874375023367,0.566815854487097,4962.21372722944,3954.51870773484
HFX_RS04385,"",hypothetical protein,protein_coding,WP_004057296.1,-0.162389710265088,0.251247896588805,0.311908673133613,0.566815854487097,730.153777622903,567.132635950131
HFX_RS02370,"",hypothetical protein,protein_coding,WP_004057854.1,0.165896055220985,0.288582274307084,0.312178328207035,0.56698974919553,2193.57044961082,3024.65838290096
HFX_RS07345,"",geranylgeranylglycerol-phosphate geranylgeranyltransferase,protein_coding,WP_004056954.1,-0.153905275480549,0.218445081081008,0.312427468478163,0.56698974919553,2154.32272330057,1759.82427403322
HFX_RS11445,"",aminoacyl--tRNA ligase-related protein,protein_coding,WP_231512876.1,0.101786641273247,0.116236286770315,0.312471162274643,0.56698974919553,7279.67453054501,7971.46764284736
HFX_RS17175,"",ABC transporter permease subunit,protein_coding,WP_014732745.1,0.157436912087453,0.230450545632374,0.312586190616007,0.56698974919553,86.6207667562014,107.437146289653
HFX_RS04030,"",metal-dependent transcriptional regulator,protein_coding,WP_004057398.1,-0.165670397317,0.293730206789628,0.312849375397272,0.567203193162124,5812.97663565296,4172.29594529295
HFX_RS15255,"",hypothetical protein,protein_coding,WP_004060471.1,0.163935005881458,0.265941030210491,0.313589213415147,0.567951936168085,876.436171265362,1156.40189122766
HFX_RS07895,"",bifunctional nuclease family protein,protein_coding,WP_004056834.1,0.144254924601175,0.193623400277044,0.31363234680351,0.567951936168085,623.85542823608,740.587423347035
HFX_RS19125,"",IS200/IS605 family transposase,pseudogene,"",-0.157415695903467,0.23177340207061,0.313699466026138,0.567951936168085,120.957641270747,97.1933222955512
HFX_RS02375,"",single-stranded DNA binding protein,protein_coding,WP_004057853.1,-0.141145048287768,0.186641359671547,0.313908933857345,0.56806732784398,15054.2881277137,12809.9056688353
HFX_RS09040,"",hypothetical protein,protein_coding,WP_004060408.1,-0.161694439967608,0.25175677600891,0.314123130851012,0.568191166615892,2864.07857870988,2227.03412225444
HFX_RS04510,"",hypothetical protein,protein_coding,WP_004572743.1,-0.16482883406495,0.304155594120558,0.314385985776651,0.568402862967247,3087.36786643959,2167.76623319622
HFX_RS03530,"",YkgJ family cysteine cluster protein,protein_coding,WP_004057499.1,-0.143985123842233,0.193773613580561,0.314728992732774,0.568759208934796,864.229946870938,728.402423121415
HFX_RS11910,"",4a-hydroxytetrahydrobiopterin dehydratase,protein_coding,WP_004059730.1,0.164378397342809,0.297155590878594,0.31614681855277,0.571056672251482,883.452445281658,1239.05148205457
HFX_RS03280,ftsZ,cell division protein FtsZ,protein_coding,WP_004057551.1,0.124541835666266,0.15476235430985,0.316363378287575,0.571183162836947,21426.5972391106,24311.994818271
HFX_RS04910,"",Rdx family protein,protein_coding,WP_004572663.1,-0.161103697288111,0.253232797173177,0.316511898294965,0.571186749793414,634.875888203065,493.868091362124
HFX_RS15055,"",IS6 family transposase,pseudogene,"",-0.153217829712199,0.382950167435886,0.31684316636656,0.571433029860707,23.555378783596,13.4553263698433
HFX_RS18850,"",carboxymuconolactone decarboxylase family protein,protein_coding,WP_004060667.1,0.161951873224341,0.259769075031115,0.316941562483029,0.571433029860707,128.903467174176,169.093181847068
HFX_RS15305,"",hypothetical protein,protein_coding,WP_004060449.1,-0.16019472425847,0.250557961393514,0.317775621112169,0.572490364276103,861.031086012692,671.228503859123
HFX_RS06640,"",adenylate kinase family protein,protein_coding,WP_004057168.1,0.13754751417597,0.18123061895519,0.317821741481141,0.572490364276103,1099.35368560215,1280.97538831695
HFX_RS17465,"",glycosyltransferase,protein_coding,WP_004060979.1,-0.158655958153895,0.348657181978997,0.318152986178016,0.572822328000881,315.056911963328,197.887746443226
HFX_RS12250,"",DUF5518 domain-containing protein,protein_coding,WP_179955339.1,0.162392195994339,0.268478701215677,0.318580109019048,0.573326530450715,721.127421450054,954.053584670332
HFX_RS01330,"",M50 family metallopeptidase,protein_coding,WP_014732077.1,0.15781246308614,0.240716665376324,0.318945607027574,0.573582101938515,824.991249453461,1041.14466199102
HFX_RS08070,dnaJ,molecular chaperone DnaJ,protein_coding,WP_004056757.1,-0.131879197620313,0.170134986856445,0.319062703345482,0.573582101938515,4933.95062468587,4281.20093943094
HFX_RS02715,"",plastocyanin/azurin family copper-binding protein,protein_coding,WP_004057746.1,-0.120578093538642,0.149062491553393,0.319449611376071,0.573582101938515,884.417805509127,783.591300727265
HFX_RS14020,"",hypothetical protein,protein_coding,WP_014732380.1,-0.163114614219948,0.290166940257056,0.319639303546938,0.573582101938515,1151.39991140959,834.918226720152
HFX_RS14540,"",DUF5828 family protein,protein_coding,WP_004058987.1,0.122248604551312,0.152157557715581,0.319697300791194,0.573582101938515,4921.68312423535,5567.28359609939
HFX_RS09710,rpl12p,50S ribosomal protein P1,protein_coding,WP_004060244.1,-0.159956620473751,0.253301540691505,0.31980435883164,0.573582101938515,135837.97997173,105635.639295243
HFX_RS14905,"",helix-turn-helix domain-containing protein,protein_coding,WP_004060565.1,-0.158228381101017,0.244044295834739,0.319815949550804,0.573582101938515,413.706201004034,325.718456575356
HFX_RS02755,"",ABC transporter ATP-binding protein,protein_coding,WP_004057731.1,-0.123563703042614,0.154638779921478,0.319899304672738,0.573582101938515,320.65233679161,282.846117248585
HFX_RS00295,"",ABC transporter permease,protein_coding,WP_004058713.1,-0.162434989521326,0.27725686702216,0.320358973598999,0.574142197282251,17987.9506517524,13401.6931585925
HFX_RS12550,"",helix-turn-helix domain-containing protein,protein_coding,WP_004059601.1,0.127605918609284,0.162709532003984,0.32090073085845,0.574848827613161,576.721379886132,657.976705784368
HFX_RS18010,"",hypothetical protein,protein_coding,WP_004060855.1,-0.148440879229181,0.210534730011386,0.321135338108933,0.575004845176215,186.810387102939,155.349494522624
HFX_RS16075,"",hypothetical protein,protein_coding,WP_049917396.1,-0.155097377810332,0.232978574926931,0.321516088270922,0.575387687977332,55.9335113137546,44.3907929782654
HFX_RS04165,"",hypothetical protein,protein_coding,WP_014732193.1,-0.16180600658223,0.274728809470555,0.321644374577375,0.575387687977332,82.5398007775448,62.3209508633464
HFX_RS13335,"",zinc ribbon domain-containing protein,protein_coding,WP_004059370.1,-0.124156695816001,0.156887158300757,0.322329758409777,0.576349265266657,770.438048240693,678.957201762023
HFX_RS04275,"",MATE family efflux transporter,protein_coding,WP_004057343.1,-0.161472560801127,0.303493202436637,0.323323676346709,0.577478709564259,2738.68800018552,1933.34845278168
HFX_RS12735,"",PAS domain-containing sensor histidine kinase,protein_coding,WP_137685645.1,0.120431584876476,0.150532471641876,0.323333324848046,0.577478709564259,3044.09827327378,3433.03314215364
HFX_RS11440,tuf,translation elongation factor EF-1 subunit alpha,protein_coding,WP_004059825.1,0.159651260650548,0.325524592686382,0.323532866010813,0.577478709564259,9732.36399907944,14534.8847152706
HFX_RS03330,"",rhomboid family intramembrane serine protease,protein_coding,WP_004057542.1,0.129706337590628,0.168239052703169,0.323569349735835,0.577478709564259,1642.26960869102,1884.82114481588
HFX_RS04100,"",HTH domain-containing protein,protein_coding,WP_004057383.1,0.154677660749433,0.234317186207385,0.323778000812166,0.577478709564259,216.870033492842,271.544943012367
HFX_RS11585,pstA,phosphate ABC transporter permease PstA,protein_coding,WP_004059795.1,0.154693914657879,0.234526442835628,0.323883807444204,0.577478709564259,2616.17275144451,3260.79000905517
HFX_RS09930,"",N-acetyltransferase,protein_coding,WP_049917505.1,0.156961932997438,0.24490911706619,0.324025768153024,0.577478709564259,5652.78325551907,7159.95577867975
HFX_RS17295,"",Matrixin,pseudogene,"",0.142020738315109,0.196006287923592,0.324289454934772,0.577478709564259,161.928187463567,193.0064748792
HFX_RS08510,"",methionine adenosyltransferase,protein_coding,WP_004056654.1,-0.159726659034497,0.262757244195228,0.324294739670642,0.577478709564259,17958.6553448373,13766.5105215546
HFX_RS08485,"",cbb3-type cytochrome c oxidase subunit I,protein_coding,WP_004056667.1,-0.131441413680984,0.172839539863894,0.32547457531612,0.57895312437881,302.920992517778,263.151559347119
HFX_RS01555,"",phosphoribosyltransferase family protein,protein_coding,WP_004058204.1,-0.160863161658172,0.284211075380768,0.325492445876807,0.57895312437881,6981.5894098473,5142.28659086243
HFX_RS10770,"",prenyltransferase,protein_coding,WP_004059997.1,0.129126226499972,0.168156593089921,0.325568303909274,0.57895312437881,954.796233055341,1096.66900054215
HFX_RS13680,"",tRNA-Gly,tRNA,"",-0.159734526343132,0.270268401297373,0.326454022675864,0.58020803565306,174.419538988917,132.278912786049
HFX_RS11945,"",AarF/ABC1/UbiB kinase family protein,protein_coding,WP_004059723.1,-0.142568317464735,0.199164126781899,0.32661308437392,0.58020803565306,5850.8155838022,4923.48772492705
HFX_RS05290,"",phosphoadenosine phosphosulfate reductase family protein,protein_coding,WP_004572587.1,0.102910552822426,0.122505803865538,0.326720533160202,0.58020803565306,67208.6829392517,73813.0144824422
HFX_RS05590,"",heme-copper oxidase subunit III,protein_coding,WP_004572523.1,-0.157817818497593,0.256286763993797,0.327279728998951,0.580772304187581,21185.5486134376,16442.4935713313
HFX_RS00075,"",hypothetical protein,protein_coding,WP_004058811.1,-0.150528721866741,0.223278316946729,0.327372207835671,0.580772304187581,10594.5361237263,8645.80406213286
HFX_RS14065,"",hypothetical protein,protein_coding,WP_004059221.1,-0.159002961444313,0.266370390922902,0.327485255157595,0.580772304187581,8472.83180892373,6461.82302574125
HFX_RS09255,"",hypothetical protein,protein_coding,WP_049917516.1,0.105402447247814,0.126821831661868,0.327806932339976,0.581078409395737,2280.08210273354,2512.37619655233
HFX_RS15520,"",aspartate/glutamate racemase family protein,protein_coding,WP_004056433.1,-0.147764815340044,0.21522403680427,0.32828219623301,0.581151701519742,726.134925041591,598.393419361958
HFX_RS09180,"",DUF4013 domain-containing protein,protein_coding,WP_004060380.1,0.159888717583382,0.285906272455978,0.328284571238682,0.581151701519742,16616.3630061952,22605.9364507202
HFX_RS07300,"",non-histone chromosomal MC1 family protein,protein_coding,WP_004056962.1,0.143171504394714,0.202080576273308,0.328295548164821,0.581151701519742,375.75679962956,449.245477121173
HFX_RS08175,"",DUF5800 family protein,protein_coding,WP_004056731.1,-0.134195365345771,0.181325903382261,0.329757102364899,0.583371738480723,1233.40526626562,1060.59551991201
HFX_RS02990,"",hypothetical protein,protein_coding,WP_004057632.1,-0.13233811726844,0.177298507996496,0.329848976811573,0.583371738480723,749.072184125989,646.162249587098
HFX_RS05810,"",hypothetical protein,protein_coding,WP_004572481.1,-0.155606765924059,0.33508337644936,0.331143329109428,0.585395327378028,1578.84359743136,1035.70901378343
HFX_RS18005,"",type II/IV secretion system ATPase subunit,pseudogene,"",-0.12601429400432,0.165110440749501,0.331568212006807,0.585880730010215,979.621496574645,856.825908209822
HFX_RS11550,radB,DNA repair and recombination protein RadB,protein_coding,WP_049917493.1,-0.152774486060177,0.239164216663041,0.332908136523615,0.587981837865451,3456.35688743218,2761.91557066735
HFX_RS11245,"",DUF1684 domain-containing protein,protein_coding,WP_004059895.1,-0.157338660718732,0.31162805938783,0.333144704664602,0.588133178796476,816.426019979,568.022471898947
HFX_RS00250,"",cation:proton antiporter,protein_coding,WP_004058731.1,-0.138342513911938,0.193601633692245,0.333480630669254,0.588247029259828,264.393159259903,224.605166445862
HFX_RS17140,"",hypothetical protein,protein_coding,WP_004061047.1,0.136222053640501,0.188453795762918,0.333511014536742,0.588247029259828,426.977423836047,500.943595504652
HFX_RS11785,pdxS,pyridoxal 5'-phosphate synthase lyase subunit PdxS,protein_coding,WP_004059755.1,-0.153174885987522,0.243062955859794,0.334169895182023,0.589142583183865,41500.6744167259,32992.3685463895
