"Experiment","Well","Species","Strain","Biological_replicate","Technical_replicate","Condition","Time","OD"
"20150721",232,"Haloferax volcanii","rosR","B",3,"0.5 mM H2O2",6,0.026
"20150721",233,"Haloferax volcanii","rosR","C",1,"0.5 mM H2O2",6,0.026
"20150721",234,"Haloferax volcanii","rosR","C",2,"0.5 mM H2O2",6,0.025
"20150721",235,"Haloferax volcanii","rosR","C",3,"0.5 mM H2O2",6,0.026
"20150721",236,"Haloferax volcanii","rosR","D",1,"0.5 mM H2O2",6,0.033
"20150721",237,"Haloferax volcanii","rosR","D",2,"0.5 mM H2O2",6,0.03
"20150721",238,"Haloferax volcanii","rosR","D",3,"0.5 mM H2O2",6,0.032
"20150721",102,"Haloferax volcanii","pyrE2","A",1,"standard",6.5,0.098
"20150721",103,"Haloferax volcanii","pyrE2","A",2,"standard",6.5,0.113
"20150721",104,"Haloferax volcanii","pyrE2","A",3,"standard",6.5,0.113
"20150721",105,"Haloferax volcanii","pyrE2","B",1,"standard",6.5,0.091
"20150721",106,"Haloferax volcanii","pyrE2","B",2,"standard",6.5,0.113
"20150721",107,"Haloferax volcanii","pyrE2","B",3,"standard",6.5,0.103
"20150721",108,"Haloferax volcanii","pyrE2","C",1,"standard",6.5,0.121
"20150721",109,"Haloferax volcanii","pyrE2","C",2,"standard",6.5,0.13
"20150721",111,"Haloferax volcanii","pyrE2","C",3,"standard",6.5,0.141
"20150721",112,"Haloferax volcanii","pyrE2","D",1,"standard",6.5,0.115
"20150721",113,"Haloferax volcanii","pyrE2","D",2,"standard",6.5,0.124
"20150721",114,"Haloferax volcanii","pyrE2","D",3,"standard",6.5,0.127
"20150721",115,"Haloferax volcanii","rosR","A",1,"standard",6.5,0.111
"20150721",116,"Haloferax volcanii","rosR","A",2,"standard",6.5,0.113
"20150721",117,"Haloferax volcanii","rosR","A",3,"standard",6.5,0.113
"20150721",118,"Haloferax volcanii","rosR","B",1,"standard",6.5,0.119
"20150721",119,"Haloferax volcanii","rosR","B",2,"standard",6.5,0.116
"20150721",120,"Haloferax volcanii","rosR","B",3,"standard",6.5,0.097
"20150721",121,"Haloferax volcanii","rosR","C",1,"standard",6.5,0.099
"20150721",122,"Haloferax volcanii","rosR","C",2,"standard",6.5,0.118
"20150721",123,"Haloferax volcanii","rosR","C",3,"standard",6.5,0.118
"20150721",124,"Haloferax volcanii","rosR","D",1,"standard",6.5,0.109
"20150721",125,"Haloferax volcanii","rosR","D",2,"standard",6.5,0.111
"20150721",126,"Haloferax volcanii","rosR","D",3,"standard",6.5,0.112
"20150721",215,"Haloferax volcanii","pyrE2","A",1,"0.5 mM H2O2",6.5,0.035
"20150721",216,"Haloferax volcanii","pyrE2","A",2,"0.5 mM H2O2",6.5,0.05
"20150721",217,"Haloferax volcanii","pyrE2","A",3,"0.5 mM H2O2",6.5,0.056
"20150721",218,"Haloferax volcanii","pyrE2","B",1,"0.5 mM H2O2",6.5,0.03
"20150721",219,"Haloferax volcanii","pyrE2","B",2,"0.5 mM H2O2",6.5,0.033
"20150721",220,"Haloferax volcanii","pyrE2","B",3,"0.5 mM H2O2",6.5,0.031
"20150721",221,"Haloferax volcanii","pyrE2","C",1,"0.5 mM H2O2",6.5,0.042
"20150721",222,"Haloferax volcanii","pyrE2","C",2,"0.5 mM H2O2",6.5,0.044
"20150721",223,"Haloferax volcanii","pyrE2","C",3,"0.5 mM H2O2",6.5,0.044
"20150721",224,"Haloferax volcanii","pyrE2","D",1,"0.5 mM H2O2",6.5,0.023
"20150721",225,"Haloferax volcanii","pyrE2","D",2,"0.5 mM H2O2",6.5,0.028
"20150721",226,"Haloferax volcanii","pyrE2","D",3,"0.5 mM H2O2",6.5,0.03
"20150721",227,"Haloferax volcanii","rosR","A",1,"0.5 mM H2O2",6.5,0.027
"20150721",228,"Haloferax volcanii","rosR","A",2,"0.5 mM H2O2",6.5,0.027
"20150721",229,"Haloferax volcanii","rosR","A",3,"0.5 mM H2O2",6.5,0.027
"20150721",230,"Haloferax volcanii","rosR","B",1,"0.5 mM H2O2",6.5,0.024
"20150721",231,"Haloferax volcanii","rosR","B",2,"0.5 mM H2O2",6.5,0.027
"20150721",232,"Haloferax volcanii","rosR","B",3,"0.5 mM H2O2",6.5,0.027
"20150721",233,"Haloferax volcanii","rosR","C",1,"0.5 mM H2O2",6.5,0.028
"20150721",234,"Haloferax volcanii","rosR","C",2,"0.5 mM H2O2",6.5,0.027
"20150721",235,"Haloferax volcanii","rosR","C",3,"0.5 mM H2O2",6.5,0.028
"20150721",236,"Haloferax volcanii","rosR","D",1,"0.5 mM H2O2",6.5,0.036
"20150721",237,"Haloferax volcanii","rosR","D",2,"0.5 mM H2O2",6.5,0.033
"20150721",238,"Haloferax volcanii","rosR","D",3,"0.5 mM H2O2",6.5,0.034
"20150721",102,"Haloferax volcanii","pyrE2","A",1,"standard",7,0.108
"20150721",103,"Haloferax volcanii","pyrE2","A",2,"standard",7,0.123
"20150721",104,"Haloferax volcanii","pyrE2","A",3,"standard",7,0.129
"20150721",105,"Haloferax volcanii","pyrE2","B",1,"standard",7,0.101
"20150721",106,"Haloferax volcanii","pyrE2","B",2,"standard",7,0.125
"20150721",107,"Haloferax volcanii","pyrE2","B",3,"standard",7,0.112
"20150721",108,"Haloferax volcanii","pyrE2","C",1,"standard",7,0.131
"20150721",109,"Haloferax volcanii","pyrE2","C",2,"standard",7,0.145
"20150721",111,"Haloferax volcanii","pyrE2","C",3,"standard",7,0.162
"20150721",112,"Haloferax volcanii","pyrE2","D",1,"standard",7,0.138
"20150721",113,"Haloferax volcanii","pyrE2","D",2,"standard",7,0.148
"20150721",114,"Haloferax volcanii","pyrE2","D",3,"standard",7,0.152
"20150721",115,"Haloferax volcanii","rosR","A",1,"standard",7,0.131
"20150721",116,"Haloferax volcanii","rosR","A",2,"standard",7,0.132
"20150721",117,"Haloferax volcanii","rosR","A",3,"standard",7,0.132
"20150721",118,"Haloferax volcanii","rosR","B",1,"standard",7,0.139
"20150721",119,"Haloferax volcanii","rosR","B",2,"standard",7,0.132
"20150721",120,"Haloferax volcanii","rosR","B",3,"standard",7,0.108
"20150721",121,"Haloferax volcanii","rosR","C",1,"standard",7,0.108
"20150721",122,"Haloferax volcanii","rosR","C",2,"standard",7,0.14
"20150721",123,"Haloferax volcanii","rosR","C",3,"standard",7,0.143
"20150721",124,"Haloferax volcanii","rosR","D",1,"standard",7,0.13
"20150721",125,"Haloferax volcanii","rosR","D",2,"standard",7,0.132
"20150721",126,"Haloferax volcanii","rosR","D",3,"standard",7,0.133
"20150721",215,"Haloferax volcanii","pyrE2","A",1,"0.5 mM H2O2",7,0.038
"20150721",216,"Haloferax volcanii","pyrE2","A",2,"0.5 mM H2O2",7,0.055
"20150721",217,"Haloferax volcanii","pyrE2","A",3,"0.5 mM H2O2",7,0.063
"20150721",218,"Haloferax volcanii","pyrE2","B",1,"0.5 mM H2O2",7,0.031
"20150721",219,"Haloferax volcanii","pyrE2","B",2,"0.5 mM H2O2",7,0.036
"20150721",220,"Haloferax volcanii","pyrE2","B",3,"0.5 mM H2O2",7,0.033
"20150721",221,"Haloferax volcanii","pyrE2","C",1,"0.5 mM H2O2",7,0.044
"20150721",222,"Haloferax volcanii","pyrE2","C",2,"0.5 mM H2O2",7,0.048
"20150721",223,"Haloferax volcanii","pyrE2","C",3,"0.5 mM H2O2",7,0.048
"20150721",224,"Haloferax volcanii","pyrE2","D",1,"0.5 mM H2O2",7,0.023
"20150721",225,"Haloferax volcanii","pyrE2","D",2,"0.5 mM H2O2",7,0.03
"20150721",226,"Haloferax volcanii","pyrE2","D",3,"0.5 mM H2O2",7,0.032
"20150721",227,"Haloferax volcanii","rosR","A",1,"0.5 mM H2O2",7,0.028
"20150721",228,"Haloferax volcanii","rosR","A",2,"0.5 mM H2O2",7,0.028
"20150721",229,"Haloferax volcanii","rosR","A",3,"0.5 mM H2O2",7,0.028
"20150721",230,"Haloferax volcanii","rosR","B",1,"0.5 mM H2O2",7,0.025
"20150721",231,"Haloferax volcanii","rosR","B",2,"0.5 mM H2O2",7,0.027
"20150721",232,"Haloferax volcanii","rosR","B",3,"0.5 mM H2O2",7,0.028
"20150721",233,"Haloferax volcanii","rosR","C",1,"0.5 mM H2O2",7,0.029
"20150721",234,"Haloferax volcanii","rosR","C",2,"0.5 mM H2O2",7,0.028
"20150721",235,"Haloferax volcanii","rosR","C",3,"0.5 mM H2O2",7,0.029
"20150721",236,"Haloferax volcanii","rosR","D",1,"0.5 mM H2O2",7,0.039
"20150721",237,"Haloferax volcanii","rosR","D",2,"0.5 mM H2O2",7,0.036
"20150721",238,"Haloferax volcanii","rosR","D",3,"0.5 mM H2O2",7,0.037
"20150721",102,"Haloferax volcanii","pyrE2","A",1,"standard",7.5,0.12
"20150721",103,"Haloferax volcanii","pyrE2","A",2,"standard",7.5,0.132
"20150721",104,"Haloferax volcanii","pyrE2","A",3,"standard",7.5,0.138
"20150721",105,"Haloferax volcanii","pyrE2","B",1,"standard",7.5,0.108
"20150721",106,"Haloferax volcanii","pyrE2","B",2,"standard",7.5,0.136
"20150721",107,"Haloferax volcanii","pyrE2","B",3,"standard",7.5,0.119
"20150721",108,"Haloferax volcanii","pyrE2","C",1,"standard",7.5,0.144
"20150721",109,"Haloferax volcanii","pyrE2","C",2,"standard",7.5,0.162
"20150721",111,"Haloferax volcanii","pyrE2","C",3,"standard",7.5,0.188
"20150721",112,"Haloferax volcanii","pyrE2","D",1,"standard",7.5,0.162
"20150721",113,"Haloferax volcanii","pyrE2","D",2,"standard",7.5,0.172
"20150721",114,"Haloferax volcanii","pyrE2","D",3,"standard",7.5,0.175
"20150721",115,"Haloferax volcanii","rosR","A",1,"standard",7.5,0.148
"20150721",116,"Haloferax volcanii","rosR","A",2,"standard",7.5,0.15
"20150721",117,"Haloferax volcanii","rosR","A",3,"standard",7.5,0.151
"20150721",118,"Haloferax volcanii","rosR","B",1,"standard",7.5,0.161
"20150721",119,"Haloferax volcanii","rosR","B",2,"standard",7.5,0.153
"20150721",120,"Haloferax volcanii","rosR","B",3,"standard",7.5,0.116
"20150721",121,"Haloferax volcanii","rosR","C",1,"standard",7.5,0.118
"20150721",122,"Haloferax volcanii","rosR","C",2,"standard",7.5,0.163
"20150721",123,"Haloferax volcanii","rosR","C",3,"standard",7.5,0.163
"20150721",124,"Haloferax volcanii","rosR","D",1,"standard",7.5,0.146
"20150721",125,"Haloferax volcanii","rosR","D",2,"standard",7.5,0.148
"20150721",126,"Haloferax volcanii","rosR","D",3,"standard",7.5,0.15
"20150721",215,"Haloferax volcanii","pyrE2","A",1,"0.5 mM H2O2",7.5,0.042
"20150721",216,"Haloferax volcanii","pyrE2","A",2,"0.5 mM H2O2",7.5,0.063
"20150721",217,"Haloferax volcanii","pyrE2","A",3,"0.5 mM H2O2",7.5,0.075
"20150721",218,"Haloferax volcanii","pyrE2","B",1,"0.5 mM H2O2",7.5,0.034
"20150721",219,"Haloferax volcanii","pyrE2","B",2,"0.5 mM H2O2",7.5,0.039
"20150721",220,"Haloferax volcanii","pyrE2","B",3,"0.5 mM H2O2",7.5,0.036
"20150721",221,"Haloferax volcanii","pyrE2","C",1,"0.5 mM H2O2",7.5,0.047
"20150721",222,"Haloferax volcanii","pyrE2","C",2,"0.5 mM H2O2",7.5,0.054
"20150721",223,"Haloferax volcanii","pyrE2","C",3,"0.5 mM H2O2",7.5,0.053
"20150721",224,"Haloferax volcanii","pyrE2","D",1,"0.5 mM H2O2",7.5,0.025
"20150721",225,"Haloferax volcanii","pyrE2","D",2,"0.5 mM H2O2",7.5,0.032
"20150721",226,"Haloferax volcanii","pyrE2","D",3,"0.5 mM H2O2",7.5,0.035
"20150721",227,"Haloferax volcanii","rosR","A",1,"0.5 mM H2O2",7.5,0.03
"20150721",228,"Haloferax volcanii","rosR","A",2,"0.5 mM H2O2",7.5,0.031
"20150721",229,"Haloferax volcanii","rosR","A",3,"0.5 mM H2O2",7.5,0.03
"20150721",230,"Haloferax volcanii","rosR","B",1,"0.5 mM H2O2",7.5,0.026
"20150721",231,"Haloferax volcanii","rosR","B",2,"0.5 mM H2O2",7.5,0.029
"20150721",232,"Haloferax volcanii","rosR","B",3,"0.5 mM H2O2",7.5,0.03
"20150721",233,"Haloferax volcanii","rosR","C",1,"0.5 mM H2O2",7.5,0.031
"20150721",234,"Haloferax volcanii","rosR","C",2,"0.5 mM H2O2",7.5,0.031
"20150721",235,"Haloferax volcanii","rosR","C",3,"0.5 mM H2O2",7.5,0.032
"20150721",236,"Haloferax volcanii","rosR","D",1,"0.5 mM H2O2",7.5,0.043
"20150721",237,"Haloferax volcanii","rosR","D",2,"0.5 mM H2O2",7.5,0.039
"20150721",238,"Haloferax volcanii","rosR","D",3,"0.5 mM H2O2",7.5,0.041
"20150721",102,"Haloferax volcanii","pyrE2","A",1,"standard",8,0.13
"20150721",103,"Haloferax volcanii","pyrE2","A",2,"standard",8,0.14
"20150721",104,"Haloferax volcanii","pyrE2","A",3,"standard",8,0.146
"20150721",105,"Haloferax volcanii","pyrE2","B",1,"standard",8,0.115
"20150721",106,"Haloferax volcanii","pyrE2","B",2,"standard",8,0.142
"20150721",107,"Haloferax volcanii","pyrE2","B",3,"standard",8,0.127
"20150721",108,"Haloferax volcanii","pyrE2","C",1,"standard",8,0.157
"20150721",109,"Haloferax volcanii","pyrE2","C",2,"standard",8,0.177
"20150721",111,"Haloferax volcanii","pyrE2","C",3,"standard",8,0.218
"20150721",112,"Haloferax volcanii","pyrE2","D",1,"standard",8,0.183
"20150721",113,"Haloferax volcanii","pyrE2","D",2,"standard",8,0.195
"20150721",114,"Haloferax volcanii","pyrE2","D",3,"standard",8,0.196
"20150721",115,"Haloferax volcanii","rosR","A",1,"standard",8,0.167
"20150721",116,"Haloferax volcanii","rosR","A",2,"standard",8,0.167
"20150721",117,"Haloferax volcanii","rosR","A",3,"standard",8,0.167
"20150721",118,"Haloferax volcanii","rosR","B",1,"standard",8,0.184
"20150721",119,"Haloferax volcanii","rosR","B",2,"standard",8,0.174
"20150721",120,"Haloferax volcanii","rosR","B",3,"standard",8,0.127
"20150721",121,"Haloferax volcanii","rosR","C",1,"standard",8,0.131
"20150721",122,"Haloferax volcanii","rosR","C",2,"standard",8,0.181
"20150721",123,"Haloferax volcanii","rosR","C",3,"standard",8,0.185
"20150721",124,"Haloferax volcanii","rosR","D",1,"standard",8,0.167
"20150721",125,"Haloferax volcanii","rosR","D",2,"standard",8,0.166
"20150721",126,"Haloferax volcanii","rosR","D",3,"standard",8,0.17
"20150721",215,"Haloferax volcanii","pyrE2","A",1,"0.5 mM H2O2",8,0.047
"20150721",216,"Haloferax volcanii","pyrE2","A",2,"0.5 mM H2O2",8,0.074
"20150721",217,"Haloferax volcanii","pyrE2","A",3,"0.5 mM H2O2",8,0.086
"20150721",218,"Haloferax volcanii","pyrE2","B",1,"0.5 mM H2O2",8,0.036
"20150721",219,"Haloferax volcanii","pyrE2","B",2,"0.5 mM H2O2",8,0.043
"20150721",220,"Haloferax volcanii","pyrE2","B",3,"0.5 mM H2O2",8,0.04
"20150721",221,"Haloferax volcanii","pyrE2","C",1,"0.5 mM H2O2",8,0.051
"20150721",222,"Haloferax volcanii","pyrE2","C",2,"0.5 mM H2O2",8,0.059
"20150721",223,"Haloferax volcanii","pyrE2","C",3,"0.5 mM H2O2",8,0.057
"20150721",224,"Haloferax volcanii","pyrE2","D",1,"0.5 mM H2O2",8,0.025
"20150721",225,"Haloferax volcanii","pyrE2","D",2,"0.5 mM H2O2",8,0.035
"20150721",226,"Haloferax volcanii","pyrE2","D",3,"0.5 mM H2O2",8,0.038
"20150721",227,"Haloferax volcanii","rosR","A",1,"0.5 mM H2O2",8,0.031
"20150721",228,"Haloferax volcanii","rosR","A",2,"0.5 mM H2O2",8,0.033
"20150721",229,"Haloferax volcanii","rosR","A",3,"0.5 mM H2O2",8,0.032
"20150721",230,"Haloferax volcanii","rosR","B",1,"0.5 mM H2O2",8,0.028
"20150721",231,"Haloferax volcanii","rosR","B",2,"0.5 mM H2O2",8,0.031
"20150721",232,"Haloferax volcanii","rosR","B",3,"0.5 mM H2O2",8,0.032
"20150721",233,"Haloferax volcanii","rosR","C",1,"0.5 mM H2O2",8,0.033
"20150721",234,"Haloferax volcanii","rosR","C",2,"0.5 mM H2O2",8,0.033
"20150721",235,"Haloferax volcanii","rosR","C",3,"0.5 mM H2O2",8,0.035
"20150721",236,"Haloferax volcanii","rosR","D",1,"0.5 mM H2O2",8,0.048
"20150721",237,"Haloferax volcanii","rosR","D",2,"0.5 mM H2O2",8,0.043
"20150721",238,"Haloferax volcanii","rosR","D",3,"0.5 mM H2O2",8,0.045
"20150721",102,"Haloferax volcanii","pyrE2","A",1,"standard",8.5,0.144
"20150721",103,"Haloferax volcanii","pyrE2","A",2,"standard",8.5,0.157
"20150721",104,"Haloferax volcanii","pyrE2","A",3,"standard",8.5,0.17
"20150721",105,"Haloferax volcanii","pyrE2","B",1,"standard",8.5,0.127
"20150721",106,"Haloferax volcanii","pyrE2","B",2,"standard",8.5,0.156
"20150721",107,"Haloferax volcanii","pyrE2","B",3,"standard",8.5,0.144
"20150721",108,"Haloferax volcanii","pyrE2","C",1,"standard",8.5,0.178
"20150721",109,"Haloferax volcanii","pyrE2","C",2,"standard",8.5,0.187
"20150721",111,"Haloferax volcanii","pyrE2","C",3,"standard",8.5,0.242
"20150721",112,"Haloferax volcanii","pyrE2","D",1,"standard",8.5,0.204
"20150721",113,"Haloferax volcanii","pyrE2","D",2,"standard",8.5,0.222
"20150721",114,"Haloferax volcanii","pyrE2","D",3,"standard",8.5,0.226
"20150721",115,"Haloferax volcanii","rosR","A",1,"standard",8.5,0.191
"20150721",116,"Haloferax volcanii","rosR","A",2,"standard",8.5,0.189
"20150721",117,"Haloferax volcanii","rosR","A",3,"standard",8.5,0.19
"20150721",118,"Haloferax volcanii","rosR","B",1,"standard",8.5,0.209
"20150721",119,"Haloferax volcanii","rosR","B",2,"standard",8.5,0.194
"20150721",120,"Haloferax volcanii","rosR","B",3,"standard",8.5,0.138
"20150721",121,"Haloferax volcanii","rosR","C",1,"standard",8.5,0.143
"20150721",122,"Haloferax volcanii","rosR","C",2,"standard",8.5,0.2
"20150721",123,"Haloferax volcanii","rosR","C",3,"standard",8.5,0.208
"20150721",124,"Haloferax volcanii","rosR","D",1,"standard",8.5,0.193
"20150721",125,"Haloferax volcanii","rosR","D",2,"standard",8.5,0.189
"20150721",126,"Haloferax volcanii","rosR","D",3,"standard",8.5,0.193
"20150721",215,"Haloferax volcanii","pyrE2","A",1,"0.5 mM H2O2",8.5,0.052
"20150721",216,"Haloferax volcanii","pyrE2","A",2,"0.5 mM H2O2",8.5,0.084
"20150721",217,"Haloferax volcanii","pyrE2","A",3,"0.5 mM H2O2",8.5,0.096
"20150721",218,"Haloferax volcanii","pyrE2","B",1,"0.5 mM H2O2",8.5,0.039
"20150721",219,"Haloferax volcanii","pyrE2","B",2,"0.5 mM H2O2",8.5,0.047
"20150721",220,"Haloferax volcanii","pyrE2","B",3,"0.5 mM H2O2",8.5,0.043
"20150721",221,"Haloferax volcanii","pyrE2","C",1,"0.5 mM H2O2",8.5,0.055
"20150721",222,"Haloferax volcanii","pyrE2","C",2,"0.5 mM H2O2",8.5,0.065
"20150721",223,"Haloferax volcanii","pyrE2","C",3,"0.5 mM H2O2",8.5,0.062
"20150721",224,"Haloferax volcanii","pyrE2","D",1,"0.5 mM H2O2",8.5,0.027
"20150721",225,"Haloferax volcanii","pyrE2","D",2,"0.5 mM H2O2",8.5,0.038
"20150721",226,"Haloferax volcanii","pyrE2","D",3,"0.5 mM H2O2",8.5,0.042
"20150721",227,"Haloferax volcanii","rosR","A",1,"0.5 mM H2O2",8.5,0.033
"20150721",228,"Haloferax volcanii","rosR","A",2,"0.5 mM H2O2",8.5,0.034
"20150721",229,"Haloferax volcanii","rosR","A",3,"0.5 mM H2O2",8.5,0.034
"20150721",230,"Haloferax volcanii","rosR","B",1,"0.5 mM H2O2",8.5,0.029
"20150721",231,"Haloferax volcanii","rosR","B",2,"0.5 mM H2O2",8.5,0.033
"20150721",232,"Haloferax volcanii","rosR","B",3,"0.5 mM H2O2",8.5,0.033
"20150721",233,"Haloferax volcanii","rosR","C",1,"0.5 mM H2O2",8.5,0.035
"20150721",234,"Haloferax volcanii","rosR","C",2,"0.5 mM H2O2",8.5,0.035
"20150721",235,"Haloferax volcanii","rosR","C",3,"0.5 mM H2O2",8.5,0.037
"20150721",236,"Haloferax volcanii","rosR","D",1,"0.5 mM H2O2",8.5,0.053
"20150721",237,"Haloferax volcanii","rosR","D",2,"0.5 mM H2O2",8.5,0.047
"20150721",238,"Haloferax volcanii","rosR","D",3,"0.5 mM H2O2",8.5,0.05
"20150721",102,"Haloferax volcanii","pyrE2","A",1,"standard",9,0.156
"20150721",103,"Haloferax volcanii","pyrE2","A",2,"standard",9,0.173
"20150721",104,"Haloferax volcanii","pyrE2","A",3,"standard",9,0.182
"20150721",105,"Haloferax volcanii","pyrE2","B",1,"standard",9,0.14
"20150721",106,"Haloferax volcanii","pyrE2","B",2,"standard",9,0.166
"20150721",107,"Haloferax volcanii","pyrE2","B",3,"standard",9,0.157
"20150721",108,"Haloferax volcanii","pyrE2","C",1,"standard",9,0.182
"20150721",109,"Haloferax volcanii","pyrE2","C",2,"standard",9,0.208
"20150721",111,"Haloferax volcanii","pyrE2","C",3,"standard",9,0.273
"20150721",112,"Haloferax volcanii","pyrE2","D",1,"standard",9,0.226
"20150721",113,"Haloferax volcanii","pyrE2","D",2,"standard",9,0.243
"20150721",114,"Haloferax volcanii","pyrE2","D",3,"standard",9,0.249
"20150721",115,"Haloferax volcanii","rosR","A",1,"standard",9,0.217
"20150721",116,"Haloferax volcanii","rosR","A",2,"standard",9,0.213
"20150721",117,"Haloferax volcanii","rosR","A",3,"standard",9,0.215
"20150721",118,"Haloferax volcanii","rosR","B",1,"standard",9,0.233
"20150721",119,"Haloferax volcanii","rosR","B",2,"standard",9,0.211
"20150721",120,"Haloferax volcanii","rosR","B",3,"standard",9,0.152
"20150721",121,"Haloferax volcanii","rosR","C",1,"standard",9,0.177
"20150721",122,"Haloferax volcanii","rosR","C",2,"standard",9,0.228
"20150721",123,"Haloferax volcanii","rosR","C",3,"standard",9,0.233
"20150721",124,"Haloferax volcanii","rosR","D",1,"standard",9,0.222
"20150721",125,"Haloferax volcanii","rosR","D",2,"standard",9,0.219
"20150721",126,"Haloferax volcanii","rosR","D",3,"standard",9,0.227
"20150721",215,"Haloferax volcanii","pyrE2","A",1,"0.5 mM H2O2",9,0.058
"20150721",216,"Haloferax volcanii","pyrE2","A",2,"0.5 mM H2O2",9,0.097
"20150721",217,"Haloferax volcanii","pyrE2","A",3,"0.5 mM H2O2",9,0.115
"20150721",218,"Haloferax volcanii","pyrE2","B",1,"0.5 mM H2O2",9,0.042
"20150721",219,"Haloferax volcanii","pyrE2","B",2,"0.5 mM H2O2",9,0.052
"20150721",220,"Haloferax volcanii","pyrE2","B",3,"0.5 mM H2O2",9,0.047
"20150721",221,"Haloferax volcanii","pyrE2","C",1,"0.5 mM H2O2",9,0.062
"20150721",222,"Haloferax volcanii","pyrE2","C",2,"0.5 mM H2O2",9,0.074
"20150721",223,"Haloferax volcanii","pyrE2","C",3,"0.5 mM H2O2",9,0.071
"20150721",224,"Haloferax volcanii","pyrE2","D",1,"0.5 mM H2O2",9,0.028
"20150721",225,"Haloferax volcanii","pyrE2","D",2,"0.5 mM H2O2",9,0.042
"20150721",226,"Haloferax volcanii","pyrE2","D",3,"0.5 mM H2O2",9,0.046
"20150721",227,"Haloferax volcanii","rosR","A",1,"0.5 mM H2O2",9,0.035
"20150721",228,"Haloferax volcanii","rosR","A",2,"0.5 mM H2O2",9,0.038
"20150721",229,"Haloferax volcanii","rosR","A",3,"0.5 mM H2O2",9,0.037
"20150721",230,"Haloferax volcanii","rosR","B",1,"0.5 mM H2O2",9,0.031
"20150721",231,"Haloferax volcanii","rosR","B",2,"0.5 mM H2O2",9,0.035
"20150721",232,"Haloferax volcanii","rosR","B",3,"0.5 mM H2O2",9,0.036
"20150721",233,"Haloferax volcanii","rosR","C",1,"0.5 mM H2O2",9,0.037
"20150721",234,"Haloferax volcanii","rosR","C",2,"0.5 mM H2O2",9,0.038
"20150721",235,"Haloferax volcanii","rosR","C",3,"0.5 mM H2O2",9,0.041
"20150721",236,"Haloferax volcanii","rosR","D",1,"0.5 mM H2O2",9,0.059
"20150721",237,"Haloferax volcanii","rosR","D",2,"0.5 mM H2O2",9,0.052
"20150721",238,"Haloferax volcanii","rosR","D",3,"0.5 mM H2O2",9,0.056
"20150721",102,"Haloferax volcanii","pyrE2","A",1,"standard",9.5,0.187
"20150721",103,"Haloferax volcanii","pyrE2","A",2,"standard",9.5,0.198
"20150721",104,"Haloferax volcanii","pyrE2","A",3,"standard",9.5,0.22
"20150721",105,"Haloferax volcanii","pyrE2","B",1,"standard",9.5,0.167
"20150721",106,"Haloferax volcanii","pyrE2","B",2,"standard",9.5,0.192
"20150721",107,"Haloferax volcanii","pyrE2","B",3,"standard",9.5,0.197
"20150721",108,"Haloferax volcanii","pyrE2","C",1,"standard",9.5,0.221
"20150721",109,"Haloferax volcanii","pyrE2","C",2,"standard",9.5,0.23
"20150721",111,"Haloferax volcanii","pyrE2","C",3,"standard",9.5,0.308
"20150721",112,"Haloferax volcanii","pyrE2","D",1,"standard",9.5,0.253
"20150721",113,"Haloferax volcanii","pyrE2","D",2,"standard",9.5,0.275
"20150721",114,"Haloferax volcanii","pyrE2","D",3,"standard",9.5,0.278
"20150721",115,"Haloferax volcanii","rosR","A",1,"standard",9.5,0.247
"20150721",116,"Haloferax volcanii","rosR","A",2,"standard",9.5,0.244
"20150721",117,"Haloferax volcanii","rosR","A",3,"standard",9.5,0.249
"20150721",118,"Haloferax volcanii","rosR","B",1,"standard",9.5,0.273
"20150721",119,"Haloferax volcanii","rosR","B",2,"standard",9.5,0.24
"20150721",120,"Haloferax volcanii","rosR","B",3,"standard",9.5,0.174
"20150721",121,"Haloferax volcanii","rosR","C",1,"standard",9.5,0.193
"20150721",122,"Haloferax volcanii","rosR","C",2,"standard",9.5,0.255
"20150721",123,"Haloferax volcanii","rosR","C",3,"standard",9.5,0.262
"20150721",124,"Haloferax volcanii","rosR","D",1,"standard",9.5,0.243
"20150721",125,"Haloferax volcanii","rosR","D",2,"standard",9.5,0.247
"20150721",126,"Haloferax volcanii","rosR","D",3,"standard",9.5,0.255
"20150721",215,"Haloferax volcanii","pyrE2","A",1,"0.5 mM H2O2",9.5,0.068
"20150721",216,"Haloferax volcanii","pyrE2","A",2,"0.5 mM H2O2",9.5,0.111
"20150721",217,"Haloferax volcanii","pyrE2","A",3,"0.5 mM H2O2",9.5,0.133
"20150721",218,"Haloferax volcanii","pyrE2","B",1,"0.5 mM H2O2",9.5,0.047
"20150721",219,"Haloferax volcanii","pyrE2","B",2,"0.5 mM H2O2",9.5,0.059
"20150721",220,"Haloferax volcanii","pyrE2","B",3,"0.5 mM H2O2",9.5,0.053
"20150721",221,"Haloferax volcanii","pyrE2","C",1,"0.5 mM H2O2",9.5,0.066
"20150721",222,"Haloferax volcanii","pyrE2","C",2,"0.5 mM H2O2",9.5,0.087
"20150721",223,"Haloferax volcanii","pyrE2","C",3,"0.5 mM H2O2",9.5,0.085
"20150721",224,"Haloferax volcanii","pyrE2","D",1,"0.5 mM H2O2",9.5,0.031
"20150721",225,"Haloferax volcanii","pyrE2","D",2,"0.5 mM H2O2",9.5,0.046
"20150721",226,"Haloferax volcanii","pyrE2","D",3,"0.5 mM H2O2",9.5,0.051
