"Experiment","Well","Species","Strain","Biological_replicate","Technical_replicate","Condition","Time","OD"
"20160316",219,"Haloferax mediterranei","pyrE2","B",2,"0.5 mM H2O2",5,0.049
"20160316",220,"Haloferax mediterranei","pyrE2","B",3,"0.5 mM H2O2",5,0.045
"20160316",221,"Haloferax mediterranei","pyrE2","C",1,"0.5 mM H2O2",5,0.053
"20160316",222,"Haloferax mediterranei","pyrE2","C",2,"0.5 mM H2O2",5,0.07
"20160316",223,"Haloferax mediterranei","pyrE2","C",3,"0.5 mM H2O2",5,0.08
"20160316",224,"Haloferax mediterranei","rosR","A",1,"0.5 mM H2O2",5,0.05
"20160316",225,"Haloferax mediterranei","rosR","A",2,"0.5 mM H2O2",5,0.058
"20160316",226,"Haloferax mediterranei","rosR","A",3,"0.5 mM H2O2",5,0.061
"20160316",227,"Haloferax mediterranei","rosR","B",1,"0.5 mM H2O2",5,0.052
"20160316",228,"Haloferax mediterranei","rosR","B",2,"0.5 mM H2O2",5,0.061
"20160316",229,"Haloferax mediterranei","rosR","B",3,"0.5 mM H2O2",5,0.064
"20160316",230,"Haloferax mediterranei","rosR","C",1,"0.5 mM H2O2",5,0.055
"20160316",231,"Haloferax mediterranei","rosR","C",2,"0.5 mM H2O2",5,0.073
"20160316",232,"Haloferax mediterranei","rosR","C",3,"0.5 mM H2O2",5,0.077
"20160316",102,"Haloferax mediterranei","pyrE2","A",1,"standard",5.5,0.087
"20160316",103,"Haloferax mediterranei","pyrE2","A",2,"standard",5.5,0.103
"20160316",104,"Haloferax mediterranei","pyrE2","A",3,"standard",5.5,0.11
"20160316",105,"Haloferax mediterranei","pyrE2","B",1,"standard",5.5,0.079
"20160316",106,"Haloferax mediterranei","pyrE2","B",2,"standard",5.5,0.087
"20160316",107,"Haloferax mediterranei","pyrE2","B",3,"standard",5.5,0.09
"20160316",108,"Haloferax mediterranei","pyrE2","C",1,"standard",5.5,0.082
"20160316",109,"Haloferax mediterranei","pyrE2","C",2,"standard",5.5,0.095
"20160316",111,"Haloferax mediterranei","pyrE2","C",3,"standard",5.5,0.099
"20160316",112,"Haloferax mediterranei","rosR","A",1,"standard",5.5,0.07
"20160316",113,"Haloferax mediterranei","rosR","A",2,"standard",5.5,0.077
"20160316",114,"Haloferax mediterranei","rosR","A",3,"standard",5.5,0.08
"20160316",115,"Haloferax mediterranei","rosR","B",1,"standard",5.5,0.073
"20160316",116,"Haloferax mediterranei","rosR","B",2,"standard",5.5,0.086
"20160316",117,"Haloferax mediterranei","rosR","B",3,"standard",5.5,0.091
"20160316",118,"Haloferax mediterranei","rosR","C",1,"standard",5.5,0.066
"20160316",119,"Haloferax mediterranei","rosR","C",2,"standard",5.5,0.078
"20160316",120,"Haloferax mediterranei","rosR","C",3,"standard",5.5,0.08
"20160316",139,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",5.5,0.075
"20160316",140,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",5.5,0.074
"20160316",141,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",5.5,0.09
"20160316",142,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",5.5,0.071
"20160316",143,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",5.5,0.082
"20160316",144,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",5.5,0.092
"20160316",145,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",5.5,0.07
"20160316",146,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",5.5,0.082
"20160316",147,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",5.5,0.081
"20160316",148,"Haloferax mediterranei","rosR","A",1,"2 mM paraquat",5.5,0.066
"20160316",149,"Haloferax mediterranei","rosR","A",2,"2 mM paraquat",5.5,0.077
"20160316",150,"Haloferax mediterranei","rosR","A",3,"2 mM paraquat",5.5,0.072
"20160316",151,"Haloferax mediterranei","rosR","B",1,"2 mM paraquat",5.5,0.068
"20160316",152,"Haloferax mediterranei","rosR","B",2,"2 mM paraquat",5.5,0.075
"20160316",153,"Haloferax mediterranei","rosR","B",3,"2 mM paraquat",5.5,0.072
"20160316",154,"Haloferax mediterranei","rosR","C",1,"2 mM paraquat",5.5,0.067
"20160316",155,"Haloferax mediterranei","rosR","C",2,"2 mM paraquat",5.5,0.072
"20160316",156,"Haloferax mediterranei","rosR","C",3,"2 mM paraquat",5.5,0.074
"20160316",215,"Haloferax mediterranei","pyrE2","A",1,"0.5 mM H2O2",5.5,0.069
"20160316",216,"Haloferax mediterranei","pyrE2","A",2,"0.5 mM H2O2",5.5,0.079
"20160316",217,"Haloferax mediterranei","pyrE2","A",3,"0.5 mM H2O2",5.5,0.083
"20160316",218,"Haloferax mediterranei","pyrE2","B",1,"0.5 mM H2O2",5.5,0.046
"20160316",219,"Haloferax mediterranei","pyrE2","B",2,"0.5 mM H2O2",5.5,0.055
"20160316",220,"Haloferax mediterranei","pyrE2","B",3,"0.5 mM H2O2",5.5,0.051
"20160316",221,"Haloferax mediterranei","pyrE2","C",1,"0.5 mM H2O2",5.5,0.062
"20160316",222,"Haloferax mediterranei","pyrE2","C",2,"0.5 mM H2O2",5.5,0.081
"20160316",223,"Haloferax mediterranei","pyrE2","C",3,"0.5 mM H2O2",5.5,0.093
"20160316",224,"Haloferax mediterranei","rosR","A",1,"0.5 mM H2O2",5.5,0.056
"20160316",225,"Haloferax mediterranei","rosR","A",2,"0.5 mM H2O2",5.5,0.067
"20160316",226,"Haloferax mediterranei","rosR","A",3,"0.5 mM H2O2",5.5,0.07
"20160316",227,"Haloferax mediterranei","rosR","B",1,"0.5 mM H2O2",5.5,0.059
"20160316",228,"Haloferax mediterranei","rosR","B",2,"0.5 mM H2O2",5.5,0.071
"20160316",229,"Haloferax mediterranei","rosR","B",3,"0.5 mM H2O2",5.5,0.074
"20160316",230,"Haloferax mediterranei","rosR","C",1,"0.5 mM H2O2",5.5,0.063
"20160316",231,"Haloferax mediterranei","rosR","C",2,"0.5 mM H2O2",5.5,0.084
"20160316",232,"Haloferax mediterranei","rosR","C",3,"0.5 mM H2O2",5.5,0.088
"20160316",102,"Haloferax mediterranei","pyrE2","A",1,"standard",6,0.102
"20160316",103,"Haloferax mediterranei","pyrE2","A",2,"standard",6,0.125
"20160316",104,"Haloferax mediterranei","pyrE2","A",3,"standard",6,0.135
"20160316",105,"Haloferax mediterranei","pyrE2","B",1,"standard",6,0.096
"20160316",106,"Haloferax mediterranei","pyrE2","B",2,"standard",6,0.106
"20160316",107,"Haloferax mediterranei","pyrE2","B",3,"standard",6,0.109
"20160316",108,"Haloferax mediterranei","pyrE2","C",1,"standard",6,0.1
"20160316",109,"Haloferax mediterranei","pyrE2","C",2,"standard",6,0.112
"20160316",111,"Haloferax mediterranei","pyrE2","C",3,"standard",6,0.118
"20160316",112,"Haloferax mediterranei","rosR","A",1,"standard",6,0.082
"20160316",113,"Haloferax mediterranei","rosR","A",2,"standard",6,0.09
"20160316",114,"Haloferax mediterranei","rosR","A",3,"standard",6,0.094
"20160316",115,"Haloferax mediterranei","rosR","B",1,"standard",6,0.087
"20160316",116,"Haloferax mediterranei","rosR","B",2,"standard",6,0.1
"20160316",117,"Haloferax mediterranei","rosR","B",3,"standard",6,0.106
"20160316",118,"Haloferax mediterranei","rosR","C",1,"standard",6,0.079
"20160316",119,"Haloferax mediterranei","rosR","C",2,"standard",6,0.089
"20160316",120,"Haloferax mediterranei","rosR","C",3,"standard",6,0.092
"20160316",139,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",6,0.085
"20160316",140,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",6,0.084
"20160316",141,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",6,0.098
"20160316",142,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",6,0.082
"20160316",143,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",6,0.094
"20160316",144,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",6,0.105
"20160316",145,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",6,0.08
"20160316",146,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",6,0.093
"20160316",147,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",6,0.092
"20160316",148,"Haloferax mediterranei","rosR","A",1,"2 mM paraquat",6,0.074
"20160316",149,"Haloferax mediterranei","rosR","A",2,"2 mM paraquat",6,0.086
"20160316",150,"Haloferax mediterranei","rosR","A",3,"2 mM paraquat",6,0.081
"20160316",151,"Haloferax mediterranei","rosR","B",1,"2 mM paraquat",6,0.077
"20160316",152,"Haloferax mediterranei","rosR","B",2,"2 mM paraquat",6,0.085
"20160316",153,"Haloferax mediterranei","rosR","B",3,"2 mM paraquat",6,0.081
"20160316",154,"Haloferax mediterranei","rosR","C",1,"2 mM paraquat",6,0.076
"20160316",155,"Haloferax mediterranei","rosR","C",2,"2 mM paraquat",6,0.081
"20160316",156,"Haloferax mediterranei","rosR","C",3,"2 mM paraquat",6,0.084
"20160316",215,"Haloferax mediterranei","pyrE2","A",1,"0.5 mM H2O2",6,0.081
"20160316",216,"Haloferax mediterranei","pyrE2","A",2,"0.5 mM H2O2",6,0.094
"20160316",217,"Haloferax mediterranei","pyrE2","A",3,"0.5 mM H2O2",6,0.098
"20160316",218,"Haloferax mediterranei","pyrE2","B",1,"0.5 mM H2O2",6,0.052
"20160316",219,"Haloferax mediterranei","pyrE2","B",2,"0.5 mM H2O2",6,0.063
"20160316",220,"Haloferax mediterranei","pyrE2","B",3,"0.5 mM H2O2",6,0.06
"20160316",221,"Haloferax mediterranei","pyrE2","C",1,"0.5 mM H2O2",6,0.071
"20160316",222,"Haloferax mediterranei","pyrE2","C",2,"0.5 mM H2O2",6,0.096
"20160316",223,"Haloferax mediterranei","pyrE2","C",3,"0.5 mM H2O2",6,0.113
"20160316",224,"Haloferax mediterranei","rosR","A",1,"0.5 mM H2O2",6,0.067
"20160316",225,"Haloferax mediterranei","rosR","A",2,"0.5 mM H2O2",6,0.079
"20160316",226,"Haloferax mediterranei","rosR","A",3,"0.5 mM H2O2",6,0.083
"20160316",227,"Haloferax mediterranei","rosR","B",1,"0.5 mM H2O2",6,0.07
"20160316",228,"Haloferax mediterranei","rosR","B",2,"0.5 mM H2O2",6,0.084
"20160316",229,"Haloferax mediterranei","rosR","B",3,"0.5 mM H2O2",6,0.088
"20160316",230,"Haloferax mediterranei","rosR","C",1,"0.5 mM H2O2",6,0.074
"20160316",231,"Haloferax mediterranei","rosR","C",2,"0.5 mM H2O2",6,0.098
"20160316",232,"Haloferax mediterranei","rosR","C",3,"0.5 mM H2O2",6,0.104
"20160316",102,"Haloferax mediterranei","pyrE2","A",1,"standard",6.5,0.119
"20160316",103,"Haloferax mediterranei","pyrE2","A",2,"standard",6.5,0.145
"20160316",104,"Haloferax mediterranei","pyrE2","A",3,"standard",6.5,0.156
"20160316",105,"Haloferax mediterranei","pyrE2","B",1,"standard",6.5,0.115
"20160316",106,"Haloferax mediterranei","pyrE2","B",2,"standard",6.5,0.126
"20160316",107,"Haloferax mediterranei","pyrE2","B",3,"standard",6.5,0.13
"20160316",108,"Haloferax mediterranei","pyrE2","C",1,"standard",6.5,0.117
"20160316",109,"Haloferax mediterranei","pyrE2","C",2,"standard",6.5,0.129
"20160316",111,"Haloferax mediterranei","pyrE2","C",3,"standard",6.5,0.139
"20160316",112,"Haloferax mediterranei","rosR","A",1,"standard",6.5,0.094
"20160316",113,"Haloferax mediterranei","rosR","A",2,"standard",6.5,0.104
"20160316",114,"Haloferax mediterranei","rosR","A",3,"standard",6.5,0.109
"20160316",115,"Haloferax mediterranei","rosR","B",1,"standard",6.5,0.1
"20160316",116,"Haloferax mediterranei","rosR","B",2,"standard",6.5,0.116
"20160316",117,"Haloferax mediterranei","rosR","B",3,"standard",6.5,0.122
"20160316",118,"Haloferax mediterranei","rosR","C",1,"standard",6.5,0.092
"20160316",119,"Haloferax mediterranei","rosR","C",2,"standard",6.5,0.103
"20160316",120,"Haloferax mediterranei","rosR","C",3,"standard",6.5,0.106
"20160316",139,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",6.5,0.093
"20160316",140,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",6.5,0.092
"20160316",141,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",6.5,0.108
"20160316",142,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",6.5,0.091
"20160316",143,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",6.5,0.104
"20160316",144,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",6.5,0.117
"20160316",145,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",6.5,0.089
"20160316",146,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",6.5,0.103
"20160316",147,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",6.5,0.102
"20160316",148,"Haloferax mediterranei","rosR","A",1,"2 mM paraquat",6.5,0.083
"20160316",149,"Haloferax mediterranei","rosR","A",2,"2 mM paraquat",6.5,0.096
"20160316",150,"Haloferax mediterranei","rosR","A",3,"2 mM paraquat",6.5,0.09
"20160316",151,"Haloferax mediterranei","rosR","B",1,"2 mM paraquat",6.5,0.087
"20160316",152,"Haloferax mediterranei","rosR","B",2,"2 mM paraquat",6.5,0.094
"20160316",153,"Haloferax mediterranei","rosR","B",3,"2 mM paraquat",6.5,0.09
"20160316",154,"Haloferax mediterranei","rosR","C",1,"2 mM paraquat",6.5,0.085
"20160316",155,"Haloferax mediterranei","rosR","C",2,"2 mM paraquat",6.5,0.091
"20160316",156,"Haloferax mediterranei","rosR","C",3,"2 mM paraquat",6.5,0.094
"20160316",215,"Haloferax mediterranei","pyrE2","A",1,"0.5 mM H2O2",6.5,0.093
"20160316",216,"Haloferax mediterranei","pyrE2","A",2,"0.5 mM H2O2",6.5,0.108
"20160316",217,"Haloferax mediterranei","pyrE2","A",3,"0.5 mM H2O2",6.5,0.112
"20160316",218,"Haloferax mediterranei","pyrE2","B",1,"0.5 mM H2O2",6.5,0.058
"20160316",219,"Haloferax mediterranei","pyrE2","B",2,"0.5 mM H2O2",6.5,0.072
"20160316",220,"Haloferax mediterranei","pyrE2","B",3,"0.5 mM H2O2",6.5,0.067
"20160316",221,"Haloferax mediterranei","pyrE2","C",1,"0.5 mM H2O2",6.5,0.081
"20160316",222,"Haloferax mediterranei","pyrE2","C",2,"0.5 mM H2O2",6.5,0.11
"20160316",223,"Haloferax mediterranei","pyrE2","C",3,"0.5 mM H2O2",6.5,0.131
"20160316",224,"Haloferax mediterranei","rosR","A",1,"0.5 mM H2O2",6.5,0.077
"20160316",225,"Haloferax mediterranei","rosR","A",2,"0.5 mM H2O2",6.5,0.091
"20160316",226,"Haloferax mediterranei","rosR","A",3,"0.5 mM H2O2",6.5,0.095
"20160316",227,"Haloferax mediterranei","rosR","B",1,"0.5 mM H2O2",6.5,0.082
"20160316",228,"Haloferax mediterranei","rosR","B",2,"0.5 mM H2O2",6.5,0.098
"20160316",229,"Haloferax mediterranei","rosR","B",3,"0.5 mM H2O2",6.5,0.102
"20160316",230,"Haloferax mediterranei","rosR","C",1,"0.5 mM H2O2",6.5,0.086
"20160316",231,"Haloferax mediterranei","rosR","C",2,"0.5 mM H2O2",6.5,0.111
"20160316",232,"Haloferax mediterranei","rosR","C",3,"0.5 mM H2O2",6.5,0.118
"20160316",102,"Haloferax mediterranei","pyrE2","A",1,"standard",7,0.136
"20160316",103,"Haloferax mediterranei","pyrE2","A",2,"standard",7,0.169
"20160316",104,"Haloferax mediterranei","pyrE2","A",3,"standard",7,0.174
"20160316",105,"Haloferax mediterranei","pyrE2","B",1,"standard",7,0.123
"20160316",106,"Haloferax mediterranei","pyrE2","B",2,"standard",7,0.137
"20160316",107,"Haloferax mediterranei","pyrE2","B",3,"standard",7,0.14
"20160316",108,"Haloferax mediterranei","pyrE2","C",1,"standard",7,0.129
"20160316",109,"Haloferax mediterranei","pyrE2","C",2,"standard",7,0.153
"20160316",111,"Haloferax mediterranei","pyrE2","C",3,"standard",7,0.166
"20160316",112,"Haloferax mediterranei","rosR","A",1,"standard",7,0.11
"20160316",113,"Haloferax mediterranei","rosR","A",2,"standard",7,0.123
"20160316",114,"Haloferax mediterranei","rosR","A",3,"standard",7,0.128
"20160316",115,"Haloferax mediterranei","rosR","B",1,"standard",7,0.117
"20160316",116,"Haloferax mediterranei","rosR","B",2,"standard",7,0.136
"20160316",117,"Haloferax mediterranei","rosR","B",3,"standard",7,0.144
"20160316",118,"Haloferax mediterranei","rosR","C",1,"standard",7,0.107
"20160316",119,"Haloferax mediterranei","rosR","C",2,"standard",7,0.122
"20160316",120,"Haloferax mediterranei","rosR","C",3,"standard",7,0.119
"20160316",139,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",7,0.104
"20160316",140,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",7,0.103
"20160316",141,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",7,0.122
"20160316",142,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",7,0.101
"20160316",143,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",7,0.114
"20160316",144,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",7,0.129
"20160316",145,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",7,0.099
"20160316",146,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",7,0.113
"20160316",147,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",7,0.114
"20160316",148,"Haloferax mediterranei","rosR","A",1,"2 mM paraquat",7,0.092
"20160316",149,"Haloferax mediterranei","rosR","A",2,"2 mM paraquat",7,0.106
"20160316",150,"Haloferax mediterranei","rosR","A",3,"2 mM paraquat",7,0.1
"20160316",151,"Haloferax mediterranei","rosR","B",1,"2 mM paraquat",7,0.096
"20160316",152,"Haloferax mediterranei","rosR","B",2,"2 mM paraquat",7,0.104
"20160316",153,"Haloferax mediterranei","rosR","B",3,"2 mM paraquat",7,0.101
"20160316",154,"Haloferax mediterranei","rosR","C",1,"2 mM paraquat",7,0.095
"20160316",155,"Haloferax mediterranei","rosR","C",2,"2 mM paraquat",7,0.101
"20160316",156,"Haloferax mediterranei","rosR","C",3,"2 mM paraquat",7,0.105
"20160316",215,"Haloferax mediterranei","pyrE2","A",1,"0.5 mM H2O2",7,0.103
"20160316",216,"Haloferax mediterranei","pyrE2","A",2,"0.5 mM H2O2",7,0.122
"20160316",217,"Haloferax mediterranei","pyrE2","A",3,"0.5 mM H2O2",7,0.126
"20160316",218,"Haloferax mediterranei","pyrE2","B",1,"0.5 mM H2O2",7,0.064
"20160316",219,"Haloferax mediterranei","pyrE2","B",2,"0.5 mM H2O2",7,0.081
"20160316",220,"Haloferax mediterranei","pyrE2","B",3,"0.5 mM H2O2",7,0.078
"20160316",221,"Haloferax mediterranei","pyrE2","C",1,"0.5 mM H2O2",7,0.092
"20160316",222,"Haloferax mediterranei","pyrE2","C",2,"0.5 mM H2O2",7,0.125
"20160316",223,"Haloferax mediterranei","pyrE2","C",3,"0.5 mM H2O2",7,0.149
"20160316",224,"Haloferax mediterranei","rosR","A",1,"0.5 mM H2O2",7,0.088
"20160316",225,"Haloferax mediterranei","rosR","A",2,"0.5 mM H2O2",7,0.103
"20160316",226,"Haloferax mediterranei","rosR","A",3,"0.5 mM H2O2",7,0.108
"20160316",227,"Haloferax mediterranei","rosR","B",1,"0.5 mM H2O2",7,0.093
"20160316",228,"Haloferax mediterranei","rosR","B",2,"0.5 mM H2O2",7,0.111
"20160316",229,"Haloferax mediterranei","rosR","B",3,"0.5 mM H2O2",7,0.116
"20160316",230,"Haloferax mediterranei","rosR","C",1,"0.5 mM H2O2",7,0.098
"20160316",231,"Haloferax mediterranei","rosR","C",2,"0.5 mM H2O2",7,0.126
"20160316",232,"Haloferax mediterranei","rosR","C",3,"0.5 mM H2O2",7,0.133
"20160316",102,"Haloferax mediterranei","pyrE2","A",1,"standard",7.5,0.169
"20160316",103,"Haloferax mediterranei","pyrE2","A",2,"standard",7.5,0.194
"20160316",104,"Haloferax mediterranei","pyrE2","A",3,"standard",7.5,0.198
"20160316",105,"Haloferax mediterranei","pyrE2","B",1,"standard",7.5,0.15
"20160316",106,"Haloferax mediterranei","pyrE2","B",2,"standard",7.5,0.16
"20160316",107,"Haloferax mediterranei","pyrE2","B",3,"standard",7.5,0.165
"20160316",108,"Haloferax mediterranei","pyrE2","C",1,"standard",7.5,0.151
"20160316",109,"Haloferax mediterranei","pyrE2","C",2,"standard",7.5,0.173
"20160316",111,"Haloferax mediterranei","pyrE2","C",3,"standard",7.5,0.208
"20160316",112,"Haloferax mediterranei","rosR","A",1,"standard",7.5,0.132
"20160316",113,"Haloferax mediterranei","rosR","A",2,"standard",7.5,0.148
"20160316",114,"Haloferax mediterranei","rosR","A",3,"standard",7.5,0.158
"20160316",115,"Haloferax mediterranei","rosR","B",1,"standard",7.5,0.139
"20160316",116,"Haloferax mediterranei","rosR","B",2,"standard",7.5,0.162
"20160316",117,"Haloferax mediterranei","rosR","B",3,"standard",7.5,0.17
"20160316",118,"Haloferax mediterranei","rosR","C",1,"standard",7.5,0.125
"20160316",119,"Haloferax mediterranei","rosR","C",2,"standard",7.5,0.142
"20160316",120,"Haloferax mediterranei","rosR","C",3,"standard",7.5,0.141
"20160316",139,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",7.5,0.117
"20160316",140,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",7.5,0.117
"20160316",141,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",7.5,0.138
"20160316",142,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",7.5,0.116
"20160316",143,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",7.5,0.13
"20160316",144,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",7.5,0.145
"20160316",145,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",7.5,0.111
"20160316",146,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",7.5,0.127
"20160316",147,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",7.5,0.127
"20160316",148,"Haloferax mediterranei","rosR","A",1,"2 mM paraquat",7.5,0.103
"20160316",149,"Haloferax mediterranei","rosR","A",2,"2 mM paraquat",7.5,0.117
"20160316",150,"Haloferax mediterranei","rosR","A",3,"2 mM paraquat",7.5,0.111
"20160316",151,"Haloferax mediterranei","rosR","B",1,"2 mM paraquat",7.5,0.109
"20160316",152,"Haloferax mediterranei","rosR","B",2,"2 mM paraquat",7.5,0.118
"20160316",153,"Haloferax mediterranei","rosR","B",3,"2 mM paraquat",7.5,0.113
"20160316",154,"Haloferax mediterranei","rosR","C",1,"2 mM paraquat",7.5,0.108
"20160316",155,"Haloferax mediterranei","rosR","C",2,"2 mM paraquat",7.5,0.115
"20160316",156,"Haloferax mediterranei","rosR","C",3,"2 mM paraquat",7.5,0.119
"20160316",215,"Haloferax mediterranei","pyrE2","A",1,"0.5 mM H2O2",7.5,0.121
"20160316",216,"Haloferax mediterranei","pyrE2","A",2,"0.5 mM H2O2",7.5,0.142
"20160316",217,"Haloferax mediterranei","pyrE2","A",3,"0.5 mM H2O2",7.5,0.147
"20160316",218,"Haloferax mediterranei","pyrE2","B",1,"0.5 mM H2O2",7.5,0.075
"20160316",219,"Haloferax mediterranei","pyrE2","B",2,"0.5 mM H2O2",7.5,0.093
"20160316",220,"Haloferax mediterranei","pyrE2","B",3,"0.5 mM H2O2",7.5,0.088
"20160316",221,"Haloferax mediterranei","pyrE2","C",1,"0.5 mM H2O2",7.5,0.108
"20160316",222,"Haloferax mediterranei","pyrE2","C",2,"0.5 mM H2O2",7.5,0.152
"20160316",223,"Haloferax mediterranei","pyrE2","C",3,"0.5 mM H2O2",7.5,0.181
"20160316",224,"Haloferax mediterranei","rosR","A",1,"0.5 mM H2O2",7.5,0.104
"20160316",225,"Haloferax mediterranei","rosR","A",2,"0.5 mM H2O2",7.5,0.12
"20160316",226,"Haloferax mediterranei","rosR","A",3,"0.5 mM H2O2",7.5,0.128
"20160316",227,"Haloferax mediterranei","rosR","B",1,"0.5 mM H2O2",7.5,0.109
"20160316",228,"Haloferax mediterranei","rosR","B",2,"0.5 mM H2O2",7.5,0.131
"20160316",229,"Haloferax mediterranei","rosR","B",3,"0.5 mM H2O2",7.5,0.141
"20160316",230,"Haloferax mediterranei","rosR","C",1,"0.5 mM H2O2",7.5,0.114
"20160316",231,"Haloferax mediterranei","rosR","C",2,"0.5 mM H2O2",7.5,0.152
"20160316",232,"Haloferax mediterranei","rosR","C",3,"0.5 mM H2O2",7.5,0.164
"20160316",102,"Haloferax mediterranei","pyrE2","A",1,"standard",8,0.194
"20160316",103,"Haloferax mediterranei","pyrE2","A",2,"standard",8,0.219
"20160316",104,"Haloferax mediterranei","pyrE2","A",3,"standard",8,0.223
"20160316",105,"Haloferax mediterranei","pyrE2","B",1,"standard",8,0.167
"20160316",106,"Haloferax mediterranei","pyrE2","B",2,"standard",8,0.18
"20160316",107,"Haloferax mediterranei","pyrE2","B",3,"standard",8,0.185
"20160316",108,"Haloferax mediterranei","pyrE2","C",1,"standard",8,0.176
"20160316",109,"Haloferax mediterranei","pyrE2","C",2,"standard",8,0.201
"20160316",111,"Haloferax mediterranei","pyrE2","C",3,"standard",8,0.242
"20160316",112,"Haloferax mediterranei","rosR","A",1,"standard",8,0.151
"20160316",113,"Haloferax mediterranei","rosR","A",2,"standard",8,0.173
"20160316",114,"Haloferax mediterranei","rosR","A",3,"standard",8,0.185
"20160316",115,"Haloferax mediterranei","rosR","B",1,"standard",8,0.164
"20160316",116,"Haloferax mediterranei","rosR","B",2,"standard",8,0.188
"20160316",117,"Haloferax mediterranei","rosR","B",3,"standard",8,0.198
"20160316",118,"Haloferax mediterranei","rosR","C",1,"standard",8,0.149
"20160316",119,"Haloferax mediterranei","rosR","C",2,"standard",8,0.168
"20160316",120,"Haloferax mediterranei","rosR","C",3,"standard",8,0.152
"20160316",139,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",8,0.129
"20160316",140,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",8,0.126
"20160316",141,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",8,0.146
"20160316",142,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",8,0.129
"20160316",143,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",8,0.142
"20160316",144,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",8,0.158
"20160316",145,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",8,0.123
"20160316",146,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",8,0.14
"20160316",147,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",8,0.14
"20160316",148,"Haloferax mediterranei","rosR","A",1,"2 mM paraquat",8,0.115
"20160316",149,"Haloferax mediterranei","rosR","A",2,"2 mM paraquat",8,0.129
"20160316",150,"Haloferax mediterranei","rosR","A",3,"2 mM paraquat",8,0.123
"20160316",151,"Haloferax mediterranei","rosR","B",1,"2 mM paraquat",8,0.112
"20160316",152,"Haloferax mediterranei","rosR","B",2,"2 mM paraquat",8,0.126
"20160316",153,"Haloferax mediterranei","rosR","B",3,"2 mM paraquat",8,0.123
"20160316",154,"Haloferax mediterranei","rosR","C",1,"2 mM paraquat",8,0.12
"20160316",155,"Haloferax mediterranei","rosR","C",2,"2 mM paraquat",8,0.127
